 q [GeV].         V9(q) A3p=0*      V9(q)*         *[GeV^2]    
 2.6834171E0     6.9219408E-2     5.7459242E-2
 2.7135678E0     6.9021659E-2     5.7139137E-2
 2.7437186E0     6.8828196E-2     5.6825672E-2
 2.7738693E0     6.8638907E-2     5.6518703E-2
 2.8040201E0     6.8453682E-2     5.6218092E-2
 2.8341709E0     6.8272414E-2     5.5923696E-2
 2.8643216E0     6.8094999E-2     5.5635379E-2
 2.8944724E0     6.7921336E-2     5.5353002E-2
 2.9246231E0     6.7751327E-2     5.5076429E-2
 2.9547739E0     6.7584875E-2     5.4805526E-2
 2.9849246E0     6.7421887E-2     5.4540159E-2
 3.0150754E0     6.7262273E-2     5.4280199E-2
 3.0452261E0     6.7105944E-2     5.4025516E-2
 3.0753769E0     6.6952813E-2     5.3775983E-2
 3.1055276E0     6.6802798E-2     5.3531475E-2
 3.1356784E0     6.6655817E-2     5.3291869E-2
 3.1658291E0     6.6511790E-2     5.3057044E-2
 3.1959799E0     6.6370642E-2     5.2826883E-2
 3.2261307E0     6.6232296E-2     5.2601270E-2
 3.2562814E0     6.6096681E-2     5.2380091E-2
 3.2864322E0     6.5963726E-2     5.2163234E-2
 3.3165829E0     6.5833361E-2     5.1950592E-2
 3.3467337E0     6.5705520E-2     5.1742057E-2
 3.3768844E0     6.5580139E-2     5.1537527E-2
 3.4070352E0     6.5457153E-2     5.1336898E-2
 3.4371859E0     6.5336502E-2     5.1140074E-2
 3.4673367E0     6.5218126E-2     5.0946956E-2
 3.4974874E0     6.5101967E-2     5.0757451E-2
 3.5276382E0     6.4987969E-2     5.0571468E-2
 3.5577889E0     6.4876077E-2     5.0388916E-2
 3.5879397E0     6.4766238E-2     5.0209708E-2
 3.6180905E0     6.4658401E-2     5.0033760E-2
 3.6482412E0     6.4552515E-2     4.9860989E-2
 3.6783920E0     6.4448532E-2     4.9691315E-2
 3.7085427E0     6.4346405E-2     4.9524660E-2
 3.7386935E0     6.4246087E-2     4.9360947E-2
 3.7688442E0     6.4147533E-2     4.9200104E-2
 3.7989950E0     6.4050702E-2     4.9042057E-2
 3.8291457E0     6.3955549E-2     4.8886738E-2
 3.8592965E0     6.3862036E-2     4.8734077E-2
 3.8894472E0     6.3770121E-2     4.8584011E-2
 3.9195980E0     6.3679766E-2     4.8436473E-2
 3.9497487E0     6.3590933E-2     4.8291403E-2
 3.9798995E0     6.3503587E-2     4.8148739E-2
 4.0100503E0     6.3417692E-2     4.8008423E-2
 4.0402010E0     6.3333213E-2     4.7870398E-2
 4.0703518E0     6.3250117E-2     4.7734608E-2
 4.1005025E0     6.3168371E-2     4.7601000E-2
 4.1306533E0     6.3087945E-2     4.7469521E-2
 4.1608040E0     6.3008806E-2     4.7340120E-2
 4.1909548E0     6.2930926E-2     4.7212749E-2
 4.2211055E0     6.2854275E-2     4.7087360E-2
 4.2512563E0     6.2778826E-2     4.6963905E-2
 4.2814070E0     6.2704550E-2     4.6842340E-2
 4.3115578E0     6.2631421E-2     4.6722620E-2
 4.3417085E0     6.2559414E-2     4.6604704E-2
 4.3718593E0     6.2488503E-2     4.6488550E-2
 4.4020101E0     6.2418664E-2     4.6374117E-2
 4.4321608E0     6.2349872E-2     4.6261367E-2
 4.4623116E0     6.2282105E-2     4.6150262E-2
 4.4924623E0     6.2215341E-2     4.6040764E-2
 4.5226131E0     6.2149556E-2     4.5932838E-2
 4.5527638E0     6.2084731E-2     4.5826449E-2
 4.5829146E0     6.2020844E-2     4.5721564E-2
 4.6130653E0     6.1957875E-2     4.5618148E-2
 4.6432161E0     6.1895804E-2     4.5516171E-2
 4.6733668E0     6.1834613E-2     4.5415601E-2
 4.7035176E0     6.1774282E-2     4.5316408E-2
 4.7336683E0     6.1714794E-2     4.5218563E-2
 4.7638191E0     6.1656131E-2     4.5122037E-2
 4.7939698E0     6.1598276E-2     4.5026801E-2
 4.8241206E0     6.1541212E-2     4.4932830E-2
 4.8542714E0     6.1484923E-2     4.4840096E-2
 4.8844221E0     6.1429393E-2     4.4748575E-2
 4.9145729E0     6.1374607E-2     4.4658241E-2
 4.9447236E0     6.1320549E-2     4.4569070E-2
 4.9748744E0     6.1267205E-2     4.4481038E-2
 5.0050251E0     6.1214561E-2     4.4394122E-2
 5.0351759E0     6.1162603E-2     4.4308300E-2
 5.0653266E0     6.1111317E-2     4.4223551E-2
 5.0954774E0     6.1060689E-2     4.4139852E-2
 5.1256281E0     6.1010708E-2     4.4057184E-2
 5.1557789E0     6.0961361E-2     4.3975526E-2
 5.1859296E0     6.0912635E-2     4.3894858E-2
 5.2160804E0     6.0864518E-2     4.3815161E-2
 5.2462312E0     6.0816999E-2     4.3736418E-2
 5.2763819E0     6.0770067E-2     4.3658608E-2
 5.3065327E0     6.0723710E-2     4.3581716E-2
 5.3366834E0     6.0677918E-2     4.3505723E-2
 5.3668342E0     6.0632680E-2     4.3430614E-2
 5.3969849E0     6.0587985E-2     4.3356370E-2
 5.4271357E0     6.0543825E-2     4.3282977E-2
 5.4572864E0     6.0500188E-2     4.3210418E-2
 5.4874372E0     6.0457066E-2     4.3138679E-2
 5.5175879E0     6.0414449E-2     4.3067745E-2
 5.5477387E0     6.0372328E-2     4.2997601E-2
 5.5778894E0     6.0330694E-2     4.2928232E-2
 5.6080402E0     6.0289539E-2     4.2859626E-2
 5.6381910E0     6.0248854E-2     4.2791769E-2
 5.6683417E0     6.0208630E-2     4.2724647E-2
 5.6984925E0     6.0168860E-2     4.2658248E-2
 5.7286432E0     6.0129536E-2     4.2592559E-2
 5.7587940E0     6.0090650E-2     4.2527567E-2
 5.7889447E0     6.0052195E-2     4.2463262E-2
 5.8190955E0     6.0014163E-2     4.2399631E-2
 5.8492462E0     5.9976546E-2     4.2336662E-2
 5.8793970E0     5.9939339E-2     4.2274345E-2
 5.9095477E0     5.9902534E-2     4.2212669E-2
 5.9396985E0     5.9866124E-2     4.2151622E-2
 5.9698492E0     5.9830103E-2     4.2091195E-2
 6.0000000E0     5.9794464E-2     4.2031378E-2
